aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm0396558,Nicholas,Hoult,12/07/1989,UK,England,0,0,"Nicholas Hoult was born on December 7, 1989 in Wokingham, Berkshire, England, UK as Nicholas Caradoc Hoult. His parents are"
nm0949350,Burt,Young,04/30/1940,USA,New York,0,0,"Burly, talented character actor who has remained consistently busy playing ""rough at the edge"" type characters, often on the wrong side of the law. Young was born on April 30 1940 in New York City, the son of a high school shop teacher. He is of Italian descent. Young received his dramatic arts training under legendary acting coach"
nm0880521,Liv,Ullmann,12/16/1938,Japan,Tokyo,0,1,"Liv Ullmann's father was a Norwegian engineer who used to work abroad, so as a child she lived in Tokyo, Canada, New York and Oslo. In the mid-'50s she made her stage debut and in 1957 made her film debut. She really became successful, however, when she began to work for Swedish director"
nm0350453,Jake,Gyllenhaal,12/19/1980,USA,California,0,0,"Jacob Benjamin Gyllenhaal was born in Los Angeles, California, to producer/screenwriter"
nm5038871,Annika,Wedderkopp,12/14/2004,Denmark,Sjælland,0,1,"Annika Wedderkopp was born on December 14, 2004 in Gentofte, Sjælland, Denmark. She is an actress, known for"
nm0000128,Russell,Crowe,04/07/1964,New Zealand,Wellington,0,0,"Russell Ira Crowe was born in Wellington, New Zealand, to Jocelyn Yvonne (Wemyss) and John Alexander Crowe, both of whom catered movie sets. His maternal grandfather, Stanley Wemyss, was a cinematographer. Crowe's recent ancestry includes Welsh (where his paternal grandfather was born, in Wrexham), English, Irish, Scottish, Norwegian, Swedish, Italian, and Maori (one of Crowe's maternal great-grandmothers, Erana Putiputi Hayes Heihi, was Maori)."
nm0001426,Ben,Kingsley,12/31/1943,UK,England,0,0,"Ben Kingsley was born Krishna Bhanji on December 31, 1943 in Scarborough, Yorkshire, England. His father, Rahimtulla Harji Bhanji, was a Kenyan-born medical doctor, of Gujarati Indian descent, and his mother, Anna Lyna Mary (Goodman), was an English actress. Ben began to act in stage plays during the 1960s. He soon became a successful stage actor, and also began to have roles in films and television. His birth name was Krishna Bhanji, but he changed his name to ""Ben Kingsley"" soon after gaining fame as a stage actor, fearing that a foreign name could hamper his acting career."
nm0813272,Yuriy,Solomin,06/18/1935,Russia],USSR [now Zabaykalsky Krai,0,0,"Yuri Solomin is an acclaimed Russian stage and film actor and director, internationally best known for his work with director"
nm0000564,Peter,O'Toole,08/02/1932,UK,England,0,0,"A leading man of prodigious talents,"
nm0000199,Al,Pacino,04/25/1940,USA,New York,0,0,"Alfredo James ""Al"" 'Pacino established himself as a film actor during one of cinema's most vibrant decades, the 1970s, and has become an enduring and iconic figure in the world of American movies."
nm5645519,Anthony,Gonzalez,09/23/2004,USA,California,0,0,"Anthony Gonzalez was born on September 23, 2004 in Los Angeles, California, USA. He is an actor, known for"
nm0272581,Rebecca,Ferguson,10/19/1983,Sweden,unknown,0,1,"Rebecca Ferguson was born Rebecca Louisa Ferguson Sundström in Stockholm, Sweden, and grew up in its Vasastaden district. Her father is Swedish. Her mother, Rosemary Ferguson, is British, of Scottish and Northern Irish descent, and moved to Sweden at the age of 25. Rebecca attended an English-speaking school in Sweden and was raised bilingual, speaking Swedish and English. As a student, she attended the Adolf Fredrik's Music School in Stockholm and graduated in 1999."
nm0404158,Walter,Huston,04/05/1883,Canada,Ontario,0,0,"For many years Walter Huston had two passions: his career as an engineer and his vocation for the stage. In 1909 he dedicated himself to the theatre, and made his debut on Broadway in 1924. In 1929 he journeyed to Hollywood, where his talent and ability made him one of the most respected actors in the industry. He won a Best Supporting Actor Academy Award for"
nm0744834,Eli,Roth,04/18/1972,USA,Massachusetts,0,0,"Eli Raphael Roth was born in Newton, Massachusetts, to Cora (Bialis), a painter, and Sheldon H. Roth, a psychoanalyst, psychiatrist, and clinical professor. His family is Jewish (from Austria, Hungary, Russia, and Poland). He began shooting Super 8 films at the age of eight; after watching Ridley Scott's"
nm0352835,Brahim,Hadjadj,01/01/1970,unknown,unknown,0,0,"Brahim Hadjadj is an actor, known for"
nm0004486,Bruno,Ganz,03/22/1941,Switzerland,Zürich-Seebach,0,0,Bruno Ganz was an acclaimed Swiss actor who was a prominent figure in German language film and television for over fifty years. He is internationally renowned for portraying Adolf Hitler in the Academy Award-nominated film Downfall (2004).
nm0188949,Alison,Crosbie,01/01/1970,unknown,unknown,0,,Alison Crosbie is known for her work on
nm0001479,Carole,Lombard,10/06/1908,USA,Indiana,0,1,"Carole Lombard was born Jane Alice Peters in Fort Wayne, Indiana, on October 6, 1908. Her parents divorced in 1916 and her mother took the family on a trip out West. While there they decided to settle down in the Los Angeles area. After being spotted playing baseball in the street with the neighborhood boys by a film director, Carole was signed to a one-picture contract in 1921 when she was 12. The film in question was"
nm0579663,Adolphe,Menjou,02/18/1890,USA,Pennsylvania,0,0,"The words ""suave"" and ""debonair"" became synonymous with the name Adolphe Menjou in Hollywood, both on- and off-camera. The epitome of knavish, continental charm and sartorial opulence, Menjou, complete with trademark waxy black mustache, evolved into one of Hollywood's most distinguished of artists and fashion plates, a tailor-made scene-stealer, if you will. What is often forgotten is that he was primed as a matinée idol back in the silent-film days. With hooded, slightly owlish eyes, a prominent nose and prematurely receding hairline, he was hardly competition for"
nm0754272,Yacef,Saadi,01/20/1928,France [now Algeria],Alger,0,0,"Yacef Saadi was born on January 20, 1928 in Algiers, Alger, France [now Algeria]. He is known for his work on"
nm0000912,Jack,Benny,02/14/1894,USA,Illinois,0,0,"The son of a saloon keeper, Jack Benny (born Benny Kubelsky) began to study the violin at the age six, and his ""ineptness"" at it, would later become his trademark (in reality, he was a very accomplished player). When given the opportunity to play in live theatre professionally, Benny quit school and joined vaudeville. In the same theatre that Benny was working with were the very young"
nm1055413,Michael,Fassbender,04/02/1977,West Germany,Baden-Württemberg,0,0,"Michael Fassbender is an Irish actor who was born in Heidelberg, Germany, to a German father, Josef, and an Irish mother, Adele (originally from Larne, County Antrim, in Northern Ireland). Michael was raised in the town of Killarney, Co. Kerry, in south-west Ireland, where his family moved to when he was two years old. His parents ran a restaurant (his father is a chef)."
nm0000164,Anthony,Hopkins,12/31/1937,UK,Wales,0,0,"Anthony Hopkins was born on December 31, 1937, in Margam, Wales, to Muriel Anne (Yeats) and Richard Arthur Hopkins, a baker. His parents were both of half Welsh and half English descent. Influenced by"
nm0000190,Matthew,McConaughey,11/04/1969,USA,Texas,0,0,"American actor and producer Matthew David McConaughey was born in Uvalde, Texas. His mother, Mary Kathleen (McCabe), is a substitute school teacher originally from New Jersey. His father, James Donald McConaughey, was a Mississippi-born gas station owner who ran an oil pipe supply business. He is of Irish, Scottish, German, English, and Swedish descent. Matthew grew up in Longview, Texas, where he graduated from the local High School (1988). Showing little interest in his father's oil business, which his two brothers later joined, Matthew was longing for a change of scenery, and spent a year in Australia, washing dishes and shoveling chicken manure. Back to the States, he attended the University of Texas in Austin, originally wishing to be a lawyer. But, when he discovered an inspirational Og Mandino book ""The Greatest Salesman in the World"" before one of his final exams, he suddenly knew he had to change his major from law to film."
nm0515950,Danny,Lloyd,10/13/1972,USA,Illinois,0,0,Danny Lloyd was selected for the role of Danny Torrance in
nm1179105,Alexandre,Rodrigues,05/21/1983,Brazil,Rio de Janeiro,0,0,"Alexandre Rodrigues was born on May 21, 1983 in Rio de Janeiro, Rio de Janeiro, Brazil. He is an actor, known for"
nm0000313,Jeff,Bridges,12/04/1949,USA,California,0,0,"Jeffrey Leon Bridges was born on December 4, 1949 in Los Angeles, California, the son of well-known film and TV star"
nm0000602,Robert,Redford,08/18/1936,USA,California,0,0,"Born on August 18, 1936, in Santa Monica, California, to Charles Robert Redford, an accountant for Standard Oil, and Martha Redford, who died in 1955, the year he graduated high school, Charles Robert Redford Jr. was a scrappy kid who stole hubcaps in high school and lost his college baseball scholarship at the University of Colorado because of drunkenness. After studying at the Pratt Institute of Art and living the painter's life in Europe, he studied acting in New York at the American Academy of Dramatic Arts."
nm0002134,Paul,Henreid,01/10/1908,Italy],Friuli-Venezia Giulia,0,0,"Paul Henreid was born Paul Georg Julius Freiherr von Hernreid Ritter von Wasel-Waldingau in Trieste, in the Austro-Hungarian Empire. He was the son of Marie Luise Heilig (Lendecke) and Baron Karl Alphons Hernreid. His father was an aristocratic banker, who was born to a Jewish family whose surname was changed from Hirsch to Hernreid."
nm0005458,Jason,Statham,07/26/1967,UK,England,0,0,"Jason Statham was born in Shirebrook, Derbyshire, to Eileen (Yates), a dancer, and Barry Statham, a street merchant and lounge singer. He was a Diver on the British National Diving Team and finished twelfth in the World Championships in 1992. He has also been a fashion model, black market salesman and finally of course, actor. He received the audition for his debut role as Bacon in"
nm0000017,Marlene,Dietrich,12/27/1901,Germany],German Empire [now part of Berlin,0,1,"Her father was a police lieutenant and imbued in her a military attitude to life. Marlene was known in school for her ""bedroom eyes"" and her first affairs were at this stage in her life - a professor at the school was terminated. She entered the cabaret scene in 1920s Germany, first as a spectator then as a cabaret singer. In 1923, she married and, although she and"
nm0001618,Joaquin,Phoenix,10/28/1974,Puerto Rico,San Juan,0,0,"Joaquin Phoenix was born Joaquin Rafael Bottom in San Juan, Puerto Rico, to Arlyn (Dunetz) and John Bottom, and is the middle child in a brood of five. His parents, from the continental United States, were then serving as Children of God missionaries. His mother is from a Jewish family from New York, while his father, from California, is of mostly British Isles descent. As a youngster, Joaquin took his cues from older siblings"
nm0001485,Myrna,Loy,08/02/1905,USA,Montana,0,1,"Myrna Williams, later to become Myrna Loy, was born on August 2, 1905 in Helena, Montana. Her father was the youngest person ever elected to the Montana State legislature. Later on her family moved to Radersburg where she spent her youth on a cattle ranch. At the age of 13, Myrna's father died of influenza and the rest of the family moved to Los Angeles. She was educated in L.A. at the Westlake School for Girls where she caught the acting bug. She started at the age of 15 when she appeared in local stage productions in order to help support her family. Some of the stage plays were held in the now famous Grauman's Theater in Hollywood. Mrs. Rudolph Valentino happened to be in the audience one night who managed to pull some strings to get Myrna some parts in the motion picture industry. Her first film was a small part in the production of"
nm0000027,Alec,Guinness,04/02/1914,UK,England,0,0,Alec Guinness was an English actor. He is known for his six collaborations with
nm0000267,Julie,Andrews,10/01/1935,UK,England,0,1,"Julia Elizabeth Wells was born on October 1, 1935, in England. Her mother, Barbara Ward (Morris), and stepfather, both vaudeville performers, discovered her freakish but undeniably lovely four-octave singing voice and immediately got her a singing career. She performed in music halls throughout her childhood and teens, and at age 20, she launched her stage career in a London Palladium production of ""Cinderella""."
nm0005251,Carrie-Anne,Moss,08/21/1967,Canada,British Columbia,0,1,"Carrie-Anne Moss was born and raised in Vancouver, Canada. At age 20, after studying at the American Academy of Dramatic Arts, she moved to Europe to pursue a career in modeling. While in Spain she was cast in the TV show Dark Justice which was produced in Barcelona for its first season and Los Angeles for its second. Once in LA, Carrie-Anne was cast in other series regular opportunities like Matrix (which coincidentally presaged the movie that would later make her famous), and then Aaron Spelling's Models Inc."
nm0074788,Henry,Bergman,02/23/1868,USA,California,0,0,"Henry Bergman was born on February 23, 1868 in San Francisco, California, USA. He was an actor and assistant director, known for"
nm0001521,Mary,McDonnell,04/28/1952,USA,Pennsylvania,0,1,"Mary McDonnell is a two-time Oscar®-nominated actress, who is known for her character portrayals in both period and present-day screen roles, as well as a long history of stage and film roles."
nm0001354,Ciarán,Hinds,02/09/1953,UK,Northern Ireland,0,0,"Ciarán Hinds was born in Belfast, Northern Ireland on February 9, 1953. He was one of five children and the only son. His father was a doctor who hoped to have Ciarán follow in his footsteps, but that was not to be. It was his mother Moya, an amateur actress, who was the real influence behind his decision to become an actor. Though he did enroll in Law at Queens' University of Belfast, he left that in order to train in acting at RADA. He began his stage career at the Glasgow Citizens' Theatre as a pantomime horse in the production of ""Cinderella"". Staying with the company for several years, he starred in a number of productions, including playing the lead roles in ""Arsenic and Old Lace"" and ""Faust"". His stage career has included working with The Field Day Company and a number of world tours. He has starred in a number of productions with the Royal Shakespeare Company, including a world tour in the title role of ""Richard III"". Hinds' film career began in 1981 in the movie"
nm0001570,Edward,Norton,08/18/1969,USA,Massachusetts,0,0,"American actor, filmmaker and activist Edward Harrison Norton was born on August 18, 1969, in Boston, Massachusetts, and was raised in Columbia, Maryland."
nm0293550,Paul,Freeman,01/18/1943,UK,England,0,0,"Probably one of Britain's most underrated actors, Paul Freeman has accumulated literally hundreds of screen credits over several decades, most notably as the main villain in the"
nm0134493,Giorgio,Cantarini,04/12/1992,Italy,Umbria,0,0,"Giorgio Cantarini was born in Orvieto, Italy on April 12, 1992. He has lived in Rome and Paris. He made his cinema debut at just five years old in the role of Joshua in the film ""La Vita è Bella"" (Life is Beautiful) by Roberto Benigni, a role for which he won the Jackie Coogan Award (Young artist award of Hollywood), becoming the youngest winner of this award and the only Italian to do so. In 1999, sought after by Ridley Scott, he played a cameo role in the American Blockbuster movie ""the Gladiator"", winner of five Oscars. In the following years, he worked on two occasions for the American brand, Hallmark, firstly in the film ""In Love and War"" by John Kent Harrison, a film for American TV, and then in the popular Hallmark card commercial ""Bicycle boy"", which was used for several years. He took a break from the world of cinema to concentrate on his studies and sport, but during that time he still made guest appearances on Italian TV, both on the Italian RAI and Mediaset channels. In 2005 he took part in the TV program ""Ballando con le Stelle"", a RAI 1 primetime TV show conducted by Milly Carlucci. The program is an Italian adaptation of the ""Strictly Come Dancing"" BBC format talent show. In 2007, he returned to the big screen with the film ""Il giorno, la notte. Poi l'alba"" (Day, night. Then dawn) by Paolo Bianchini and ""il mattino ha l'oro in bocca"" (2008) by Francesco Patierno, starring Elio Germano, while in 2010 he was in the Italian TV series ""Distretto di Polizia""(Police Precinct), produced by Mediaset's Canale 5. In 2012, Cantarini won a place at Rome's prestigious National School of Cinema (Centro Sperimentale di Cinematografia), graduating in 2014. After graduation, he was immediately cast in the lead role of the web series ""AUS- adotta uno studente"" (Adopt a Student), the first ever RAI web series, produced in collaboration with Premio Solinas. A move to Paris and a brief interlude in France to pursue professional openings was followed by a return to Italy and in 2015/2016 he performed, directed and produced Pinter's play for theater, ""The Dumb Waiter"", together with his friend and colleague, Miguel Gobbo Diaz, in Rome and Vicenza. In 2017, he played the lead role in ""Il dottore dei pesci"" (The fish doctor) by Susanna Della Sala, an Italo-American short film which was presented at numerous film festivals in Europe and Canada. At the beginning of 2018 he moved to New York for a period of study at the New York film Academy. In the same year, he was selected for the cast of ""Lamborghini - the Legend"", directed by Bobby Moresco (Academy Award winner for best screenplay for the film ""Crash""), filmed in Italy and starring Antonio Banderas and Alec Baldwin."
nm0000849,Javier,Bardem,03/01/1969,Spain,Canary Islands,0,0,Javier Bardem belongs to a family of actors that have been working on films since the early days of Spanish cinema.
nm0440913,Mathieu,Kassovitz,08/03/1967,France,Paris,0,0,"Mathieu Kassovitz was born on August 3, 1967 in Paris, France. He is an actor and director, known for"
nm0001693,Eva,Marie,07/04/1924,USA,New Jersey,0,1,Actress and producer
nm0001467,Jared,Leto,12/26/1971,USA,Louisiana,0,0,"Jared Leto is a very familiar face in recent film history. Although he has always been the lead vocals, rhythm guitar, and songwriter for American band"
nm0000560,Nick,Nolte,02/08/1941,USA,Nebraska,0,0,"Nick Nolte was born in Omaha, Nebraska and began his career on stage at the Pasadena Playhouse and in regional theatre productions. His breakthrough role was in the TV miniseries"
nm5623883,Phillipa,Soo,05/31/1990,USA,Illinois,0,1,"Phillipa Soo was born on May 31, 1990 in Libertyville, Illinois, USA. She is known for her work on"
nm2437361,Cho,Jin-woong,03/03/1976,South Korea,Busan,0,0,"Cho Jin-woong was born on March 3, 1976 in Busan, South Korea. He is an actor and director, known for"
nm0266029,Maria,Falconetti,07/21/1892,France,Seine [now Seine-Saint-Denis],0,1,"Renée Jeanne or Maria Falconetti, born in Pantin (not in Sermano, Corsica, as many film dictionaries wrongly attest) on July 21, 1892 and died in Buenos Aires on December 12, 1946, is a French actress of theater and cinema. Joining the troupe of the Odeon theater in 1916, she made her debut in ""l'Arlésienne"", and played the heroines of Saint-Georges de Bouhélier ""The Life of a Woman"", 1919. She made a short passage at the Comédie Française (1924-1925), where she plays Rosine among others in ""La Dame aux camélias"" and ""Lorenzaccio"". His last role before a long stay in South America will be that of Andromache in ""The Trojan War will not happen"", Jean Giraudoux. She remains world famous for having embodied in the cinema the main role of ""The Passion of Joan of Arc"" by Carl Theodor Dreyer."
nm0000435,Daryl,Hannah,12/03/1960,USA,Illinois,0,1,"Daryl Christine Hannah was born and raised in Chicago, Illinois. She is the daughter of Susan Jeanne (Metzger), a schoolteacher and later a producer, and Donald Christian Hannah, who owned a tugboat/barge company. Her stepfather was music journalist/promoter"
nm0000973,Benjamin,Bratt,12/16/1963,USA,California,0,0,"The middle of five children, Bratt hails from a close-knit family. His mother, an indigenous Quechua Peruvian from Lima, moved to the U.S. at age 14. He grew up in San Francisco. He is known for his roles in the films"
nm0000198,Gary,Oldman,03/21/1958,UK,England,0,0,"Gary Oldman is a talented English movie star and character actor, renowned for his expressive acting style. One of the most celebrated thespians of his generation, with a diverse career encompassing theatre, film and television, he is known for his roles as"
nm0001379,John,Huston,08/05/1906,USA,Missouri,0,0,"An eccentric rebel of epic proportions, this Hollywood titan reigned supreme as director, screenwriter and character actor in a career that endured over five decades. The ten-time Oscar-nominated legend was born John Marcellus Huston in Nevada, Missouri, on August 5, 1906. His ancestry was English, Scottish, Scots-Irish, distant German and very remote Portuguese. The age-old story goes that the small town of his birth was won by John's grandfather in a poker game. John's father was the equally magnanimous character actor"
nm0000696,Wil,Wheaton,07/29/1972,USA,California,0,0,"Wil Wheaton was born Richard William Wheaton III on July 29, 1972 in Burbank, California. He first gained international attention by starring in the"
nm0316701,Mary,Gibbs,10/05/1996,USA,California,0,1,"Mary Gibbs was born on October 5, 1996 in Pasadena, California, USA. She is an actress, known for"
nm0559890,Ulrich,Matthes,05/09/1959,West Germany,West Berlin,0,0,"Ulrich Matthes was born on May 9, 1959 in West Berlin, West Germany. He is an actor, known for"
nm0348409,Bob,Gunton,11/15/1945,USA,California,0,0,"Bob Gunton is an American actor, primarily known for portraying strict and authoritarian characters in popular films. His better known roles include Chief George Earle in ""Demolition Man"" (1993), Prison Warden Samuel Norton in ""The Shawshank Redemption"" (1994), medical school dean Dr. Walcott in ""Patch Adams"" (1998), and politician Cyrus Vance in ""Argo"" (2012)."
nm0000761,Bibi,Andersson,11/11/1935,Sweden,Stockholms län,0,1,Her artistic dreams came early in life and were further supported by her older sister
nm0000044,Burt,Lancaster,11/02/1913,USA,New York,0,0,"Burt Lancaster, one of five children, was born in Manhattan, to Elizabeth (Roberts) and James Henry Lancaster, a postal worker. All of his grandparents were immigrants from Northern Ireland. He was a tough street kid who took an early interest in gymnastics. He joined the circus as an acrobat and worked there until he was injured. It was in the Army during WW II that he was introduced to the USO and acting. His first film was"
nm0535861,Patrick,Magee,03/31/1922,UK,Northern Ireland,0,0,"Born in Armagh, Northern Ireland, Patrick Magee is a classic example of how certain actors rate the stage far more highly than the screen. Magee was well aware that the vast majority of the films that he appeared in were dreadful (he mostly played sinister villains in horror films), but the money came in very handy in financing his distinguished stage work (he was a favorite actor of"
nm0000021,Joan,Fontaine,10/22/1917,Japan,Tokyo,0,1,"Born Joan de Beauvoir de Havilland on October 22, 1917, in Tokyo, Japan, in what was known as the International Settlement. Her father was a British patent attorney with a lucrative practice in Japan, but due to Joan and older sister"
nm0897845,Soledad,Villamil,06/19/1969,Argentina,Buenos Aires,0,1,"Soledad Villamil was born on June 19, 1969 in La Plata, Buenos Aires, Argentina. She is an actress, known for"
nm0001557,Viggo,Mortensen,10/20/1958,USA,New York,0,0,Since his screen debut as a young Amish farmer in
nm0991810,Mahershala,Ali,02/16/1974,USA,California,0,0,"Mahershala Ali is fast becoming one of the freshest and most in-demand faces in Hollywood with his extraordinarily diverse skill set and wide-ranging background in film, television, and theater."
nm0001626,Christopher,Plummer,12/13/1929,Canada,Ontario,0,0,"Legendary actor Christopher Plummer, perhaps Canada's greatest thespian, delivered outstanding performances as Sherlock Holmes in"
nm0494504,Anne,Le,12/16/1962,France,Hauts-de-Seine,0,1,"Anne Le Ny was born on December 16, 1962 in Antony, Hauts-de-Seine, France. She is an actress and writer, known for"
nm0001732,Cybill,Shepherd,02/18/1950,USA,Tennessee,0,1,"Cybill Lynne Shepherd was born in Memphis, Tennessee, to Patty, a homemaker, and William Shepherd, a small business owner. Named after her grandfather, Cy, and her father, Bill, Shepherd's career began at a young age in modeling, when she won the ""Miss Teenage Memphis"" contest in 1966 and the ""Model of the Year"" contest in 1968. She became a fashion icon and went on to grace the cover of every major magazine, as well as famously act as spokesperson for L'Oreal. This lead to her acting and on her screen debut in"
nm0001258,James,Garner,04/07/1928,USA,Oklahoma,0,0,"Amiable and handsome James Garner had obtained success in both films and television, often playing variations of the charming anti-hero/con-man persona he first developed in Maverick, the offbeat western TV series that shot him to stardom in the late 1950s."
nm0002077,Dexter,Fletcher,01/31/1966,UK,England,0,0,"BAFTA-nominee Dexter Fletcher is a British actor turned director from London. He began his career at the age of 6 and at the age of 9 starred as Baby Face in Alan Parker's Bugsy Malone. Fletcher continued to work in the industry on screen for the next four decades, appearing on-screen alongside acting greats Al Pacino, Anthony Hopkins, Robert de Niro, Helen Mirren and Liam Neeson to name but a few. Fletcher has worked with such distinguished visual directors as Derek Jarman, David Lynch, Ken Russell, Mike Leigh and Guy Ritchie, all who helped him hone his own craft as a director."
nm0000460,Jeremy,Irons,09/19/1948,UK,England,0,0,"British actor Jeremy Irons was born in Cowes, Isle of Wight, a small island off the south coast of England. He is the son of Barbara Anne Brereton (Sharpe) and Paul Dugan Irons, an accountant. Young Jeremy didn't prove very fond of figures. He visited mainland England only once a year. He wound up being grounded when his family settled down in Hertfordshire. At the age of 13 he enrolled in Sherborne School, Dorset, where he could practice his favorite sport, horse-riding. Before becoming an actor, he had considered a veterinarian surgeon's career."
nm0706567,Pablo,Rago,09/24/1972,Argentina,Federal District,0,0,"Pablo Rago was born on September 24, 1972 in Buenos Aires, Federal District, Argentina. He is an actor, known for"
nm0005212,Ian,McKellen,05/25/1939,UK,England,0,0,"Widely regarded as one of greatest stage and screen actors both in his native Great Britain and internationally, twice nominated for the Oscar and recipient of every major theatrical award in the UK and US, Ian Murray McKellen was born on May 25, 1939 in Burnley, Lancashire, England, to Margery Lois (Sutcliffe) and Denis Murray McKellen, a civil engineer and lay preacher. He is of Scottish, Northern Irish, and English descent. During his early childhood, his parents moved with Ian and his older sister, Jean, to the mill town of Wigan. It was in this small town that young Ian rode out World War II. He soon developed a fascination with acting and the theatre, which was encouraged by his parents. They would take him to plays, those by"
nm0001536,Toshirô,Mifune,04/01/1920,China],Shandong,0,0,"Toshiro Mifune achieved more worldwide fame than any other Japanese actor of his century. He was born in Tsingtao, China, to Japanese parents and grew up in Dalian. He did not set foot in Japan until he was 21. His father was an importer and a commercial photographer, and young Toshiro worked in his father's studio for a time after graduating from Dalian Middle School. He was automatically drafted into the Japanese army when he turned 20, and enlisted in the Air Force where he was attached to the Aerial Photography Unit for the duration of the World War II. In 1947 he took a test for"
nm0362766,Tom,Hardy,09/15/1977,UK,England,0,0,With his breakthrough performance as Eames in
nm0191950,Robert,Cummings,06/09/1910,USA,Missouri,0,0,"Effective light comedian of '30s and '40s films and '50s and '60s TV series, Robert Cummings was renowned for his eternally youthful looks (which he attributed to a strict vitamin and health-food diet). He was educated at Carnegie Tech and the American Academy of Dramatic Arts. Deciding that Broadway producers would be more interested in an upper-crust Englishman than a kid from Joplin, Missouri, Cummings passed himself off as Blade Stanhope Conway, British actor. The ploy was successful. Cummings decided that if it worked on Broadway, it would work in Hollywood, so he journeyed west and assumed the identity of a rich Texan named Bruce Hutchens. The plan worked once more, and he began securing small parts in films. He soon reverted to his real name and became a popular leading man in light comedies, usually playing well-meaning, pleasant but somewhat bumbling young men. He achieved much more success, however, in his own television series in the '50s,"
nm0085400,Lewis,Black,08/30/1948,USA,Maryland,0,0,"Lewis Black was born on August 30, 1948 in Silver Spring, Maryland, USA. He is an actor and producer, known for"
nm0885098,Alida,Valli,05/31/1921,Croatia],Istria,0,1,"Enigmatic, dark-haired foreign import Alida Valli was dubbed ""The Next Garbo"" but didn't live up to postwar expectations despite her cool, patrician beauty, remote allure and significant talent. Born in Pola, Italy (now Croatia), on May 3, 1921, the daughter of a Tridentine journalist and professor and an Istrian homemaker, she studied dramatics as a teen at the Motion Picture Academy of Rome and Centro Sperimentale di Cinematografia before snaring bit roles in such films as"
nm0410968,Akira,Ishihama,01/29/1935,Japan,Tokyo,0,0,"Akira Ishihama was born on January 29, 1935 in Tokyo, Japan. He is an actor, known for"
nm0000245,Robin,Williams,07/21/1951,USA,Illinois,0,0,"Robin McLaurin Williams was born on Saturday, July 21st, 1951, in Chicago, Illinois, a great-great-grandson of Mississippi Governor and Senator, Anselm J. McLaurin. His mother, Laurie McLaurin (née Janin), was a former model from Mississippi, and his father, Robert Fitzgerald Williams, was a Ford Motor Company executive from Indiana. Williams had English, German, French, Welsh, Irish, and Scottish ancestry."
nm0516972,Gary,Lockwood,02/21/1937,USA,California,0,0,"Gary Lockwood was born John Gary Yurosek in Van Nuys, California to John and Margaret Emma (Kiel) Yurosek . He attended UCLA on a football scholarship."
nm2594301,Darsheel,Safary,03/09/1996,March 9,unknown,0,0,"Born in the same city and on the same month as his family friend Aamir Khan, Darsheel Safary (born March 9, 1997 in Mumbai, India) is an Indian child movie actor primarily working on starring in Hindi Bollywood films. He is best known for his acclaimed portrayal of a dyslexic child in the 2007 film Taare Zameen Par (Like Stars on Earth), a drama film about a teacher, Ram Shankar Nikumbh (Aamir Khan) and a boy (Darsheel Safary) with learning disabilities share a special bond."
nm0488306,Linda,Larkin,03/20/1970,USA,California,0,1,"Linda Larkin was born on March 20, 1970 in Los Angeles, California, USA. She is an actress and producer, known for"
nm0000125,Sean,Connery,08/25/1930,UK,Scotland,0,0,"The tall, handsome and muscular Scottish actor Sean Connery is best known as the original actor to portray James Bond in the hugely successful movie franchise, starring in seven films between 1962 and 1983. Some believed that such a career-defining role might leave him unable to escape it, but he proved the doubters wrong, becoming one of the most notable film actors of his generation, with a host of great movies to his name. This arguably culminated in his greatest acclaim in 1988, when Connery won the Academy Award for Best Supporting Actor for his role as an Irish cop in"
nm0781245,Bahare,Seddiqi,01/01/1970,unknown,unknown,0,1,"Bahare Seddiqi is an actress, known for"
nm3057402,Bee,Vang,11/04/1991,USA,California,0,0,"Bee Vang was born on November 4, 1991 in Fresno, California, USA. He is an actor and writer, known for"
nm0000093,Brad,Pitt,12/18/1963,USA,Oklahoma,0,0,"An actor and producer known as much for his versatility as he is for his handsome face, Golden Globe-winner Brad Pitt's most widely recognized role may be Tyler Durden in"
nm0000906,Annette,Bening,05/29/1958,USA,Kansas,0,1,"Annette Bening was born on May 29, 1958 in Topeka, Kansas, the youngest of four children. Her family moved to California when she was young, and she grew up there. She graduated from San Francisco State University and began her acting career with the American Conservatory Theatre in San Francisco, eventually moving to New York where she acted on the stage (including a Tony-award nomination in 1987 for her work in the Broadway play ""Coastal Disturbances"") and got her first film roles, in a few TV movies."
nm0000075,Spencer,Tracy,04/05/1900,USA,Wisconsin,0,0,"Spencer Tracy was the second son born on April 5, 1900, to truck salesman John Edward and Caroline Brown Tracy in Milwaukee, Wisconsin. While attending Marquette Academy, he and classmate"
nm0000157,Linda,Hamilton,09/26/1956,USA,Maryland,0,1,"Born in Salisbury, Maryland, USA, following high school Linda studied for two years at Washington College in Chestertown, Maryland, before moving on to acting studies in New York. In New York she attended acting workshops given by"
nm0000037,Gene,Kelly,08/23/1912,USA,Pennsylvania,0,0,"Eugene Curran Kelly was born in Pittsburgh, Pennsylvania, the third son of Harriet Catherine (Curran) and James Patrick Joseph Kelly, a phonograph salesman. His father was of Irish descent and his mother was of Irish and German ancestry."
