aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm0189496,Russel,Crouse,02/20/1893,USA,Ohio,0,,"Russel Crouse was born on February 20, 1893 in Findlay, Ohio, USA. He is known for his work on"
nm0386750,Eijirô,Hisaita,07/03/1898,Japan,Miyagi,0,,Biography needs more update
nm0000036,Buster,Keaton,10/04/1895,USA,Kansas,0,0,"Joseph Frank Keaton was born on October 4, 1895 in Piqua, Kansas, to"
nm0075015,Eric,Bergren,04/27/1954,USA,California,0,0,"Eric Bergren was born on April 27, 1954 in Pasadena, California, USA. He was a writer and director, known for"
nm0327273,Michel,Gondry,05/08/1963,France,Seine-et-Oise [now Yvelines],0,,"He grew up in Versailles with a family who was very influenced by pop music. When he was young, Gondry wanted to be a painter or an inventor. In the 80s he entered in an art school in Paris where he could develop his graphic skills and where he also met friends with whom he created a pop-rock band called Oui-Oui. The band released 2 albums ('Chacun tout le monde' and 'Formidable') and several singles until their separation in 1992. Gondry was the drummer of the band and also directed their video clips in which it was possible to see his strange world, influenced by the 60s and by his childhood. One of his videos was shown on MTV and when"
nm0475823,Harry,Kurnitz,01/05/1908,USA,New York,0,,"A former reporter, Harry Kurnitz arrived in Hollywood in 1938 after being hired to write the screenplay for his own story, ""Fast Company."" He stayed to become a prolific screenwriter, working on everything from"
nm0352443,Albert,Hackett,02/16/1900,USA,New York,0,0,"Albert Hackett was born on February 16, 1900 in New York City, New York, USA. He was a writer and actor, known for"
nm0847668,Yasuhiko,Takiguchi,01/01/1970,1924,unknown,0,,Biography needs more update
nm0001385,Eric,Idle,03/29/1943,UK,England,0,0,"Eric Idle is an English comedian, actor, author, singer, playwright, director, and songwriter. co-creator of Monty Python on TV, stage, and five films, including The Life of Brian and The Holy Grail, which he later adapted for the stage with John Du Prez as Monty Python's Spamalot, winning the Tony Award for Best Musical in 2005, a Grammy, a Drama Desk Award, and playing for almost five years on Broadway. They also wrote the comic oratorio Not the Messiah, He's a Very Naughty Boy, in 2007, which played round the world and at The Hollywood Bowl and was filmed live at The Royal Albert Hall, and a musical play What About Dick? available soon on iTunes. He created and directed the first mockumentary The Rutles for NBC, starred as Ko-Ko in the English National Opera version of The Mikado in London and Houston, and appeared last year in The Pirates of Penzance in Central Park and in Not the Messiah at Carnegie Hall. He is also one of the conceivers of the musical Seussical. In 2012 he appeared live in front of a billion people worldwide singing his song Always Look on the Bright Side of Life at the Closing Ceremony of the London Olympics. Last year he created, directed, and appeared in the sold-out final Monty Python reunion show One Down Five to Go at London's O2 Arena for 10 nights, whose final performance was broadcast live round the world."
nm0338169,Michael,Green,01/01/1970,USA,New York,0,,"Michael Green was born in Mamaroneck, New York, USA. He is a producer and writer, known for"
nm0592135,Lin-Manuel,Miranda,01/16/1980,USA,New York,0,0,"Lin-Manuel Miranda wrote the first incarnation of ""In the Heights"" his sophomore year at Wesleyan University in Connecticut. Off-Broadway, ""In The Heights"" received nine Drama Desk nominations, including best music, best lyrics, and it won the award for outstanding ensemble performance; received the Lucille Lortel Award and Outer Critics Circle Award for best musical; received the Obie Award for outstanding music and lyrics; received a Theater World Award for outstanding debut Performance and the Clarence Derwent Award both for Mr. Miranda's performance. He is the recipient of the 2007 ASCAP Richard Rodgers New Horizons Award. He has appeared on"
nm0371088,John,Michael,05/11/1919,USA,Massachusetts,0,,"Born in Worcester, Massachusetts, John Michael Hayes began his writing career as a newspaper reporter. Following service with the US Army during WWII, he moved to California where he wrote for such radio dramas as Sam Spade and Inner Sanctum. Moving to film in 1952, he has amassed credits which span over 40 years and include such enduring titles as"
nm0001532,John,McTiernan,01/08/1951,USA,New York,0,,"John McTiernan was born on January 8, 1951 in Albany, New York, USA. He is a director and producer, known for"
nm0148437,Vincenzo,Cerami,11/02/1940,Italy,Lazio,0,0,"Vincenzo Cerami was born on November 2, 1940 in Rome, Lazio, Italy. He was a writer and actor, known for"
nm0000076,François,Truffaut,02/06/1932,France,Paris,0,,"French director François Truffaut began to assiduously go to the movies at age seven. He was also a great reader but not a good pupil. He left school at 14 and started working. In 1947, aged 15, he founded a film club and met"
nm0006487,Jim,Sheridan,02/06/1949,Ireland,Dublin,0,,"Following a distinguished career in the theatre between the 1960s and the 1980s, Jim Sheridan wrote and directed his first critically acclaimed feature MY LEFT FOOT in 1989. The film was nominated for two European Film Awards."
nm1321656,Stephen,McFeely,02/24/1970,USA,California,0,0,"Stephen McFeely was born on February 24, 1970 in Walnut Creek, California, USA. He is a writer and producer, known for"
nm0615780,John,Musker,11/08/1953,USA,Illinois,0,,"John Musker was born on November 8, 1953 in Chicago, Illinois, USA. He is a writer and director, known for"
nm0001486,Sidney,Lumet,06/25/1924,USA,Pennsylvania,0,,"Sidney Lumet was a master of cinema, best known for his technical knowledge and his skill at getting first-rate performances from his actors -- and for shooting most of his films in his beloved New York. He made over 40 movies, often complex and emotional, but seldom overly sentimental. Although his politics were somewhat left-leaning and he often treated socially relevant themes in his films, Lumet didn't want to make political movies in the first place. Born on June 25, 1924, in Philadelphia, the son of actor"
nm0634240,Christopher,Nolan,07/30/1970,UK,England,0,,"Best known for his cerebral, often nonlinear, storytelling, acclaimed writer-director"
nm0001054,Joel,Coen,11/29/1954,USA,Minnesota,0,,"Joel Daniel Coen is an American filmmaker who regularly collaborates with his younger brother Ethan. They made Raising Arizona, Barton Fink, Fargo, The Big Lebowski, True Grit, O Brother Where Art Thou?, Burn After Reading, A Serious Man, Inside Llewyn Davis, Hail Caesar and other projects. Joel married actress Frances McDormand in 1984 and had an adopted son."
nm0001053,Ethan,Coen,09/21/1957,USA,Minnesota,0,,"The younger brother of Joel, Ethan Coen is an Academy Award and Golden Globe winning writer, producer and director coming from small independent films to big profile Hollywood films. He was born on September 21, 1957 in Minneapolis, Minnesota. In some films of the brothers- Ethan & Joel wrote, Joel directed and Ethan produced - with both editing under the name of Roderick Jaynes; but in 2004 they started to share the three main duties plus editing. Each film bring its own quality, creativity, art and with one project more daring the other."
nm0037247,Guillermo,Arriaga,03/13/1958,Mexico,Distrito Federal,0,,"Guillermo Arriaga was born on March 13, 1958 in Mexico City, Distrito Federal, Mexico. He is a writer and producer, known for"
nm0575293,Irene,Mecchi,09/21/1949,USA,California,0,,"Irene Mecchi was born on September 21, 1949 in San Francisco, California, USA. She is known for her work on"
nm0936404,Robert,Wise,09/10/1914,USA,Indiana,0,,"Robert Earl Wise was born on September 10, 1914 in Winchester, Indiana, the youngest of three sons of Olive R. (Longenecker) and Earl Waldo Wise, a meat packer. His parents were both of Pennsylvania Dutch (German) descent. At age nineteen, the avid moviegoer came into the film business through an odd job at RKO Radio Pictures. A head sound effects editor at the studio recognized Wise's talent, and made Wise his protégé. Around 1941,"
nm0067789,Jordan,Belfort,07/09/1962,USA,New York,0,0,"Jordan Belfort was born on July 9, 1962 in Bronx, New York, USA. He is a producer and actor, known for"
nm0629933,William,Nicholson,01/01/1970,UK,England,0,,"William Nicholson was born in 1948 in England. He is a producer and writer, known for"
nm0000217,Martin,Scorsese,11/17/1942,USA,New York,0,0,"Martin Charles Scorsese was born on November 17, 1942 in Queens, New York City, to"
nm0725983,John,Ridley,10/01/1964,USA,Wisconsin,0,,
nm0491011,Guillaume,Laurant,11/22/1961,France,Aisne,0,0,"Guillaume Laurant was born on November 22, 1961 in Saint-Quentin, Aisne, France. He is a writer and actor, known for"
nm0001104,Frank,Darabont,01/28/1959,France,Doubs,0,,"Three-time Oscar nominee Frank Darabont was born in a refugee camp in 1959 in Montbeliard, France, the son of Hungarian parents who had fled Budapest during the failed 1956 Hungarian revolution. Brought to America as an infant, he settled with his family in Los Angeles and attended Hollywood High School. His first job in movies was as a production assistant on the 1981 low-budget film,"
nm0325743,Bo,Goldman,09/10/1932,USA,New York,0,,There are but a few select screenwriters who are spoken of with the kind of reverence usually reserved for film Directors -
nm2700235,Jim,Mahoney,01/01/1970,unknown,unknown,0,0,"Jim Mahoney is an actor and writer, known for"
nm0406836,Masato,Ide,01/01/1970,1922,unknown,0,,Biography needs more update
nm0358960,Christopher,Hampton,01/26/1946,Portugal,Açores,0,,"Christopher Hampton was born on January 26, 1946 in Faial, Açores, Portugal. He is a writer and producer, known for"
nm0853138,Samuel,A.,06/13/1912,USA,Illinois,0,,"Samuel A. Taylor was born on June 13, 1912 in Chicago, Illinois, USA. He was a writer and director, known for"
nm8243301,Han,Jin-won,01/01/1970,unknown,unknown,0,,"Han Jin-won is an assistant director and writer, known for"
nm0099541,Pierre,Boulle,02/20/1912,France,Vaucluse,0,,"Pierre Boulle was a French novelist best known for two works, The Bridge over the River Kwai (1952) and Planet of the Apes (1963), that were both made into award-winning films."
nm0004716,Darren,Aronofsky,02/12/1969,USA,New York,0,,"Darren Aronofsky was born February 12, 1969, in Brooklyn, New York. Growing up, Darren was always artistic: he loved classic movies and, as a teenager, he even spent time doing graffiti art. After high school, Darren went to Harvard University to study film (both live-action and animation). He won several film awards after completing his senior thesis film, ""Supermarket Sweep"", starring"
nm0001140,Philip,K.,12/16/1928,USA,Illinois,0,0,"Philip Kindred Dick was born in Chicago in December 1928, along with a twin sister, Jane. Jane died less than eight weeks later, allegedly from an allergy to mother's milk. Dick's parents split up during his childhood, and he moved with his mother to Berkeley, California, where he lived for most of the rest of his life. Dick became a published author in 1952. His first sale was the short story ""Roog."" His first novel, ""Solar Lottery,"" appeared in 1955. Dick produced an astonishing amount of material during the 1950s and 1960s, writing and selling nearly a hundred short stories and some two dozen or so novels during this period, including ""Do Androids Dream of Electric Sheep?,"" ""Time Out Of Joint,"" ""The Three Stigmata of Palmer Eldritch,"" and the Hugo-award winning ""The Man In The High Castle."" A supremely chaotic personal life (Dick was married five times) along with drug experimentation, sidetracked Dick's career in the early 1970s. Dick would later maintain that reports of his drug use had been greatly exaggerated by sensationalistic colleagues. In any event, after a layoff of several years, Dick returned to action in 1974 with the Campbell award-winning novel ""Flow My Tears, The Policeman Said."" Perhaps more importantly, though, this same year Dick would have a profound religious experience that would forever alter his life. Dick's final years were haunted by what he alleged to be a 1974 visitation from God, or at least a God-like being. Dick spent the rest of his life writing copious journals regarding the visitation and his interpretations of the event. At times, Dick seemed to regard it as a divine revelation and, at other times, he believed it to be a sign of extreme schizophrenic behaviour. His final novels all deal in some way with the entity he saw in 1974, especially ""Valis,"" in which the title-character is an extraterrestrial God-like machine that chooses to make contact with a hopelessly schizophrenic, possibly drug-addled and decidedly mixed-up science fiction writer named Philip K. Dick. Despite his award-winning novels and almost universal acclaim from within the science-fiction community, Dick was never especially financially successful as a writer. He worked mainly for low-paying science-fiction publishers and never seemed to see any royalties from his novels after the advance had been paid, no matter how many copies they sold. In fact, one of the reasons for his extreme productivity was that he always seemed to need the advance money from his next story or novel in order to make ends meet. But towards the very end of his life, he achieved a measure of financial stability, partly due to the money he received from the producers of"
nm0254178,Adam,Elliot,01/02/1972,Australia,South Australia,0,,"Grew up on a shrimp farm in southern Australia together with two brothers, one sister and two parrots. He discerned his artistic abilities at an early age and spent five years studying photography, painting, pottery etc. In 1996 he began his studies at the Victorian College of the Arts where"
nm0498278,Stan,Lee,12/28/1922,USA,New York,0,0,"Stan Lee was an American comic-book writer, editor, and publisher, who was executive vice president and publisher of Marvel Comics."
nm0101801,F.X.,Toole,07/30/1930,USA,California,0,,"Jerry Boyd was the son of Irish immigrants. He worked odd jobs, including shoeshine boy, bartender, cement truck driver and vat cleaner. Inspired by"
nm0414825,Egon,Jacobsohn,10/02/1895,Germany,Berlin,0,,Biography needs more update
nm0865918,Éric,Toledano,07/03/1971,France,Paris,0,,"Éric Toledano was born on July 3, 1971 in Paris, France. He is a writer and producer, known for"
nm0936537,William,Wisher,01/01/1970,unknown,unknown,0,0,"William Wisher is a writer and actor, known for"
nm1185849,Solomon,Northup,01/01/1970,USA,New York,0,,"Born a free man in New York, Northup was drugged and kidnapped in Washington, D.C. in 1841 and sold into slavery there. He was soon taken with other slaves by ship to New Orleans and sold into further slavery. He eventually came into contact with a Canadian abolitionist, who was able to notify his family of his whereabouts. In 1853, after the intervention of an official agent of the state of New York, he was freed. He filed charges against his kidnappers but after a long trial, the charges were dropped on legal technicalities and Northup was never compensated for his years in slavery. He orally related his story to a New York legislator, David Wilson, who published it in a book titled 12 Years A Slave. The book was published less than a year after Northup's freedom and it sold over 30,000 copies. He is believed to have died in 1863."
nm0000037,Gene,Kelly,08/23/1912,USA,Pennsylvania,0,0,"Eugene Curran Kelly was born in Pittsburgh, Pennsylvania, the third son of Harriet Catherine (Curran) and James Patrick Joseph Kelly, a phonograph salesman. His father was of Irish descent and his mother was of Irish and German ancestry."
nm0092267,Pierre,Boileau,04/28/1906,France,Paris,0,,"Pierre Boileau was born on April 28, 1906 in Paris, France. He was a writer, known for"
nm0000165,Ron,Howard,03/01/1954,USA,Oklahoma,0,0,Academy Award-winning filmmaker Ron Howard is one of this generation's most popular directors. From the critically acclaimed dramas
nm0000406,John,Ford,02/01/1894,USA,Maine,0,0,"John Ford came to Hollywood following one of his brothers, an actor. Asked what brought him to Hollywood, he replied ""The train"". He became one of the most respected directors in the business, in spite of being known for his westerns, which were not considered ""serious"" film. He won six Oscars, counting (he always did) the two that he won for his WWII documentary work. He had one wife; a son and daughter; and a grandson,"
nm0094435,Bong,Joon,09/14/1969,South Korea,Daegu,0,,"Bong Joon Ho was born on September 14, 1969 in Daegu, South Korea. He is a writer and producer, known for"
nm0853238,Tate,Taylor,06/03/1969,USA,Mississippi,0,0,"Tate Taylor was born on June 3, 1969 in Jackson, Mississippi, USA. He is an actor and producer, known for"
nm0255278,James,Ellroy,03/04/1948,USA,California,0,0,"James Ellroy was born on March 4, 1948 in Los Angeles, California, USA. He is a writer and producer, known for"
nm0836328,John,Sturges,01/03/1910,USA,Illinois,0,,"John Sturges was an American film director, mostly remembered for his outstanding Western films. In 1992, Sturges was awarded a Golden Boot Award for his lifelong contribution to the Western genre."
nm1168510,Diana,Wynne,08/16/1934,UK,England,0,,"Diana Wynne Jones was born on August 16, 1934 in London, England. She was a writer, known for"
nm0898812,Luciano,Vincenzoni,03/07/1926,Italy,Veneto,0,0,"Luciano Vincenzoni, born in Treviso, March 7, 1926, studied law in Rome and Padua. In 1952, with his friend"
nm0000080,Orson,Welles,05/06/1915,USA,Wisconsin,0,0,"His father, Richard Head Welles, was a well-to-do inventor, his mother, Beatrice (Ives) Welles, a beautiful concert pianist; Orson Welles was gifted in many arts (magic, piano, painting) as a child. When his mother died in 1924 (when he was nine) he traveled the world with his father. He was orphaned at 15 after his father's death in 1930 and became the ward of Dr. Maurice Bernstein of Chicago. In 1931, he graduated from the Todd School in Woodstock, Illinois. He turned down college offers for a sketching tour of Ireland. He tried unsuccessfully to enter the London and Broadway stages, traveling some more in Morocco and Spain. where he fought in the bullring"
nm0868219,Guillermo,del,10/09/1964,Mexico,Jalisco,0,,
nm0751577,Anthony,Russo,02/03/1970,USA,Ohio,0,,"Anthony J. Russo is an American filmmaker and producer who works alongside his brother Joseph Russo. They have directed You, Me and Dupree, Cherry and the Marvel films Captain America: The Winter Soldier, Captain America: Civil War, Avengers: Infinity War and Avengers: Endgame. Endgame is one of the highest grossing films of all time."
nm0537004,Zdenek,Mahler,12/07/1928,Czechoslovakia [now Czech Republic],Bohemia,0,0,"Zdenek Mahler was born on December 7, 1928 in Batelov by Jihlava, Bohemia, Czechoslovakia [now Czech Republic]. He was a writer and actor, known for"
nm0587518,John,Milius,04/11/1944,USA,Missouri,0,,"John Milius is a screenwriter and director who came to prominence in the 1970s, when he was associated with"
nm0313623,Terry,George,12/20/1952,UK,Northern Ireland,0,,"Terry George was born on December 20, 1952 in Belfast, Northern Ireland. He is a writer and producer, known for"
nm0000033,Alfred,Hitchcock,08/13/1899,UK,England,0,,"Alfred Joseph Hitchcock was born in Leytonstone, Essex, England. He was the son of Emma Jane (Whelan; 1863 - 1942) and East End greengrocer William Hitchcock (1862 - 1914). His parents were both of half English and half Irish ancestry. He had two older siblings, William Hitchcock (born 1890) and Eileen Hitchcock (born 1892). Raised as a strict Catholic and attending Saint Ignatius College, a school run by Jesuits, Hitch had very much of a regular upbringing. His first job outside of the family business was in 1915 as an estimator for the Henley Telegraph and Cable Company. His interest in movies began at around this time, frequently visiting the cinema and reading US trade journals."
nm0000005,Ingmar,Bergman,07/14/1918,Sweden,Uppsala län,0,0,"Ernst Ingmar Bergman was born July 14, 1918, the son of a priest. The film and T.V. series,"
nm0343165,Winston,Groom,03/23/1943,USA,District of Columbia,0,0,This is condensed from Wikipedia.
nm1941029,Seo-kyeong,Jeong,01/01/1970,unknown,unknown,0,,Mainly known for her frequent collaborations with an acclaimed Korean director -
nm1258797,Sarah,Waters,01/01/1970,UK,Wales,0,,"Sarah Waters was born in 1966 in Neyland, Pembrokeshire, Wales. She is a writer, known for"
nm0745247,Rodney,Rothman,01/01/1970,unknown,unknown,0,,"Rodney Rothman is a writer and producer, known for"
nm3164738,Dave,Johannson,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0520488,Phil,Lord,07/12/1975,USA,Florida,0,,"Philip A. Lord is an American filmmaker, producer and writer who collaborates with Christopher Miller. They both worked on Clone High, a cult classic animated sci-fi teen comedy show, The Lego Movie, 21 Jump Street, 22 Jump Street and Spider-Man: Into the Spider-Verse. Into the Spider-Verse is considered one of the best animated films of the 2010s and won Best Animated Feature."
nm0000231,Oliver,Stone,09/15/1946,USA,New York,0,,"Oliver Stone has become known as a master of controversial subjects and a legendary film maker. His films are filled with a variety of film angles and styles, he pushes his actors to give Oscar-worthy performances, and despite his failures, has always returned to success."
nm0683380,Nicholas,Pileggi,02/22/1933,USA,New York,0,,"Nicholas Pileggi was born and raised in New York, the son of a shoe store owner. He worked as a journalist for Associated Press in the 1950s where he specialized in crime reporting. Over the next 30 years he built up his contacts and reputation, covering stories for New York magazine and contributing to many others, as he became an expert on crime, most especially the organized crime world of the Mafia."
nm0125336,Jez,Butterworth,01/01/1970,UK,England,0,0,His feature film directorial debut
nm3160078,Eduardo,Sacheri,01/01/1970,unknown,unknown,0,,"Eduardo Sacheri is a writer, known for"
nm0215455,Ronnie,Del,12/31/1959,Philippines,unknown,0,,"Ronnie del Carmen joined Pixar Animation Studios in the summer of 2000 during the production of ""Finding Nemo"" and became a story supervisor on the film. He did production design on the Academy Award®-nominated short film, ""One Man Band"" and story work on Oscar®-winning, ""Ratatouille."" Del Carmen was Head of Story on Disney/Pixar's Academy Award winning feature, ""Up"" and is the co-director of Disney/Pixar's ""Inside Out."""
nm0856842,William,Makepeace,07/18/1811,British India [now India],Bengal Presidency,0,,"William Makepeace Thackeray was born on July 18, 1811 in Calcutta, Bengal Presidency, British India [now India]. He was a writer, known for"
nm0230032,Pete,Docter,10/09/1968,USA,Minnesota,0,,"Pete Docter is the Oscar®-winning director of ""Monsters, Inc.,"" ""Up,"" and ""Inside Out,"" and Chief Creative Officer at Pixar Animation Studios. He is currently directing Pixar's feature film ""Soul"" with producer Dana Murray, which is set to release June 19, 2020."
nm0080755,Oreste,Biancoli,02/20/1897,Italy,Emilia-Romagna,0,,"Italian playwright, screenwriter, and director. At age 24, he received his law degree, but proceeded upon a career in journalism. He collaborated with"
nm0001120,Vittorio,De,07/07/1901,Italy,Lazio,0,0,
nm0442109,Charlie,Kaufman,11/19/1958,USA,New York,0,,"Avid reader Charlie Kaufman wrote plays and made short films as a young student. He moved from Massapequa, New York to West Hartford, Connecticut in 1972 where he attended high school. As a comedic actor, he performed in school plays and, after graduation, he enrolled at Boston University but soon transferred NYU to study film. Charlie worked in the circulation department of the Star Tribune, in Minneapolis, in the late 1980s and moved to Los Angeles in 1991, where he was hired to write for the TV sitcom"
nm0654868,Yasujirô,Ozu,12/12/1903,Japan,Tokyo,0,,"Tokyo-born Yasujiro Ozu was a movie buff from childhood, often playing hooky from school in order to see Hollywood movies in his local theatre. In 1923 he landed a job as a camera assistant at Shochiku Studios in Tokyo. Three years later, he was made an assistant director and directed his first film the next year,"
nm0574625,James,McTeigue,01/01/1970,unknown,unknown,0,,"James McTeigue is a director and assistant director, known for"
nm0636435,Akiyuki,Nosaka,10/10/1930,Japan,Kamakura,0,0,"Akiyuki Nosaka was born on October 10, 1930 in Kamakura, Japan. He was a writer and actor, known for"
nm0000154,Mel,Gibson,01/03/1956,USA,New York,0,0,"Mel Columcille Gerard Gibson was born January 3, 1956 in Peekskill, New York, USA, as the sixth of eleven children of"
nm0001415,Elia,Kazan,09/07/1909,Turkey],Ottoman Empire [now Istanbul,0,,"Known for his creative stage direction, Elia Kazan was born Elias Kazantzoglou on September 7, 1909 in Constantinople, Ottoman Empire (now Istanbul, Turkey). Noted for drawing out the best dramatic performances from his actors, he directed 21 actors to Oscar nominations, resulting in nine wins. He directed a string of successful films, including"
nm0512231,Howard,Lindsay,03/29/1889,USA,New York,0,0,"Howard Lindsay was born on March 29, 1889 in Waterford, New York, USA. He was a writer and actor, known for"
nm0538320,Alan,Mak,01/01/1965,Hong Kong,unknown,0,0,"Alan Mak Siu Fai was born in Hong Kong in 1965. In 1986, he studied in the School of Drama at the Hong Kong Academy for Performance Arts. Upon graduation in 1990, he started his movie career."
nm0000631,Ridley,Scott,11/30/1937,UK,England,0,,Described by film producer
nm0701374,Mario,Puzo,10/15/1920,USA,New York,0,,"Mario Puzo was born October 15, 1920, in ""Hell's Kitchen"" on Manhattan's (NY) West Side and, following military service in World War II, attended New York's New School for Social Research and Columbia University. His best-known novel, ""The Godfather,"" was preceded by two critically acclaimed novels, ""The Dark Arena"" and ""The Fortunate Pilgrim."" In 1978, he published ""Fools Die,"" followed by ""The Sicilian"" (1984) and ""The Fourth K"" (1991). Mario Puzo has also written several screenplays, including"
nm0326040,Akiva,Goldsman,07/07/1962,USA,New York,0,,"Akiva Goldsman was born on July 7, 1962 in New York City, New York, USA. He is a producer and writer, known for"
nm0251536,Bernd,Eichinger,04/11/1949,Germany,Bavaria,0,0,"Bernd Eichinger was born on April 11, 1949 in Neuburg an der Donau, Bavaria, Germany. He was a producer and writer, known for"
nm0462030,Masaki,Kobayashi,02/14/1916,Japan,Hokkaido,0,,"Masaki Kobayashi was born on February 14, 1916 in Hokkaido, Japan. He was a director and writer, known for"
nm0000591,Roman,Polanski,08/18/1933,France,Paris,0,0,"Roman Polanski is a Polish film director, producer, writer and actor. Having made films in Poland, Britain, France and the USA, he is considered one of the few truly international filmmakers. Roman Polanski was born in Paris in 1933."
nm0000399,David,Fincher,08/28/1962,USA,Colorado,0,,"David Fincher was born in 1962 in Denver, Colorado, and was raised in Marin County, California. When he was 18 years old he went to work for"
nm0684342,Jan,Pinkava,06/21/1963,Czechoslovakia [now Czech Republic],Prague,0,,"Jan Pinkava was born on June 21, 1963 in Prague, Czechoslovakia [now Czech Republic]. He is a producer and director, known for"
nm0000116,James,Cameron,08/16/1954,Canada,Ontario,0,,"James Francis Cameron was born on August 16, 1954 in Kapuskasing, Ontario, Canada. He moved to the United States in 1971. The son of an engineer, he majored in physics at California State University before switching to English, and eventually dropping out. He then drove a truck to support his screenwriting ambition. He landed his first professional film job as art director, miniature-set builder, and process-projection supervisor on"
nm0672459,David,Webb,02/09/1940,USA,Connecticut,0,,"David Webb Peoples was born on February 9, 1940 in Middletown, Connecticut, USA. He is a writer and editor, known for"
nm0118164,Lothar,G.,02/06/1918,Germany,Weimar,0,0,"Lothar G. Buchheim was born on February 6, 1918 in Weimar, Germany. He was a writer and actor, known for"
nm0151452,Raymond,Chandler,07/23/1888,USA,Illinois,0,0,"An American novelist, writer of crime fiction featuring the private detective Philip Marlowe, Raymond (Thornton) Chandler was born in Chicago of an American father and an Anglo-Irish mother. He moved to England when his parents divorced. He attended Dulwich College and studied languages in France and Germany before returning to England in 1907 and becoming a naturalized British subject. He took a civil service job in the Admiralty, which he left in 1912 to return to America, settling in California. After the US entered World War I he enlisted in the Canadian Army, then transferred to the Royal Flying Corps. After the armistice he returned to California and got a series of bookkeeping jobs, finally becoming a vice-president with the Dabney Oil syndicate."
nm1038805,Clark,Cheng,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0612322,Robert,Mulligan,08/23/1925,USA,New York,0,0,"Robert Mulligan was born on August 23, 1925 in The Bronx, New York City, New York, USA. He was a director and producer, known for"
nm2124742,Stephen,P.,01/01/1970,unknown,unknown,0,,"Stephen P. Lindsey is a writer and producer, known for"
nm0678014,Peter,Savage,09/09/1920,Italy,Calabria,0,0,"Peter Savage was born on September 9, 1920 in Calabria, Italy. He was an actor and writer, known for"
nm2082813,Zach,Lewis,01/01/1970,unknown,unknown,0,0,"Zach Lewis is an actor and writer, known for"
nm0440913,Mathieu,Kassovitz,08/03/1967,France,Paris,0,0,"Mathieu Kassovitz was born on August 3, 1967 in Paris, France. He is an actor and director, known for"
nm0728307,Robert,Riskin,03/30/1897,USA,New York,0,,"Robert Riskin was born on March 30, 1897 in New York City, New York, USA. He was a writer and producer, known for"
nm0051808,Bibhutibhushan,Bandyopadhyay,09/12/1894,British India,Bengal Presidency,0,,Biography needs more update
nm0913346,Deric,Washburn,01/01/1970,USA,New York,0,,Biography needs more update
nm0301274,Neil,Gaiman,11/10/1960,UK,England,0,0,"Neil Gaiman is an English author of short fiction, novels, comic books, graphic novels, audio theatre, and films. He is best known for the comic book series The Sandman and novels Stardust, American Gods, Coraline, and The Graveyard Book."
nm0943758,William,Wyler,07/01/1902,France],Haut-Rhin,0,0,"William Wyler was an American filmmaker who, at the time of his death in 1981, was considered by his peers as second only to"
nm0461425,Frederick,Knott,08/28/1916,China,Hankow,0,,Biography needs more update
nm0213450,Dean,DeBlois,06/07/1970,Canada,Quebec,0,,"Dean DeBlois is a Canadian writer, director, and producer known best for having co-written and co-directed Disney's"
nm2764802,Jihad,Hojeily,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0212246,Christopher,De,01/01/1970,unknown,unknown,0,0,"Christopher De Vore is a writer and actor, known for"
nm0313570,Peter,George,03/26/1924,UK,Wales,0,,Biography needs more update
nm0000186,David,Lynch,01/20/1946,USA,Montana,0,,"Born in precisely the kind of small-town American setting so familiar from his films, David Lynch spent his childhood being shunted from one state to another as his research scientist father kept getting relocated. He attended various art schools, married Peggy Lynch and then fathered future director"
nm0753249,Florence,Ryerson,09/20/1892,USA,California,0,,"Florence Ryerson was an American playwright, screenwriter, and short story writer. She is mostly remembered as the co-writer of the fantasy film ""The Wizard of Oz"" (1939)."
nm0000233,Quentin,Tarantino,03/27/1963,USA,Tennessee,0,0,"Quentin Jerome Tarantino was born in Knoxville, Tennessee. His father,"
nm0669311,Keir,Pearson,01/01/1970,unknown,unknown,0,,"Keir Pearson is an editor and writer, known for"
nm0118227,Sidney,Buchman,03/27/1902,USA,Minnesota,0,,"The son of a Russian émigré clothing merchant, Sidney Buchman was born in Duluth, Minnesota, on March 27 1902. He initially attended the University of Minnesota. After his family moved to New York, he continued his studies at Columbia University, graduating in 1923. The following year, he travelled to England and worked as an assistant stage manager at the Old Vic. Upon his return to New York, he tried his hand writing for the theatre and had two plays produced, ""This One Man"" (Broadway, 1930) and ""Storm Song"", both of which flopped."
nm0953790,Cesare,Zavattini,09/20/1902,Italy,Emilia-Romagna,0,,"Cesare Zavattini was born on September 20, 1902 in Luzzara, Emilia-Romagna, Italy. He was a writer and director, known for"
nm0446819,Richard,Kelly,03/28/1975,USA,Virginia,0,,"James Richard Kelly better known as Richard Kelly, is an American film director and writer, known for writing and directing the cult classic Donnie Darko in 2001. Kelly was born James Richard Kelly in Newport News, Virginia, the son of Lane and Ennis Kelly. He grew up in Midlothian, Virginia, where he attended Midlothian High School and graduated in 1993. When he was a child, his father worked for NASA on the Mars Viking Lander program. He won a scholarship to the University of Southern California to study at the USC School of Cinema-Television where he was a member of the Phi Delta Theta fraternity. He made two short films at USC, The Goodbye Place and Visceral Matter, before graduating in 1997."
